risk_pct,windows,profitable_windows,profitable_rate,hit_100k,median_final,max_final,min_final,median_dd,max_dd
0.5,190,122,0.6421052631578947,0,513.1720205400371,694.043457178169,437.2742287758,0.07912079497003618,0.14646616117052744
1.0,190,113,0.5947368421052631,0,521.6738585323745,947.47738751493,379.8511909188723,0.15484711076190888,0.2754157046605419
2.0,190,104,0.5473684210526316,0,524.6770201498144,1684.2551163308538,281.13843524013606,0.2906782338193542,0.4859155468696338
3.0,190,98,0.5157894736842106,0,509.7082129860836,2822.559246868816,203.02297725491113,0.40417395614119517,0.6424631283431382
5.0,190,77,0.4052631578947368,0,438.7500617926677,6753.966979512345,98.83712917798016,0.581879664780823,0.8365021426392859
10.0,190,45,0.23684210526315788,0,203.1337765654447,27226.34897905139,11.41591062664821,0.8580430850579757,0.9828151600999574
