model,window,raw_entry_signals,legs,core_legs,add_on_legs,weighted_gross_pips,cost_pips,net_pips,win_rate,profit_factor,avg_winner_pips,avg_loser_pips,expectancy_pips_per_leg,max_closed_trade_drawdown_pips,max_winner_pips,max_loser_pips,core_net_pips,add_on_net_pips,tactical_contribution_pips,runner_contribution_pips
Bear Expansion Campaign V2 frozen rules,2025-04-01 through 2025-04-30,50,5,2,3,151.0,15.0,136.0,0.2,12.3333,148.0,-3.0,27.2,-9.0,148.0,-3.0,-6.0,142.0,53.2,97.8
