model,window,legs,core_legs,add_on_legs,weighted_gross_pips,cost_pips,net_pips,max_closed_trade_drawdown_pips
Bear Expansion Campaign V2,2025-04-03 through 2025-04-09,5,2,3,151.0,15.0,136.0,-9.0
